"DaveId"
"355" "Anya Parampil"
"356" "Jennifer Johns"
"357" "Amy Cowman"
"358" "D. Muhammad"
"359" "Miss Makaveli 420"
"360" "ONSNOWR"
"361" "WeLoveArt"
"362" "Del The Funky Homosapien"
"363" "Cbarnard"
"364" "KRON4 News Desk"
"365" "Ron Lopez"
"366" "KGO Assignment Desk"
"367" "Sam Levin"
"368" "North Star Post"
"369" "Trey Yingst"
"370" "News2Share"
"371" "Celina Raffaella"
"372" "natalie solidarity"
"373" "ChuckModi"
"374" "Daniel Pritchett"
"375" "SF Mime Troupe"
"376" "Chief Caleen Sisk"
"377" "John Englart EAM"
"378" "submedia"
"379" "Fight for 15 Oakland"
"380" "Food First"
"381" "Civil Eats"
"382" "MIDWEST UNREST"
"383" "SF Food Not Bombs"
"384" "OaklandSpringRising"
"385" "EcoWatch"
"386" "Kristina N. Flores"
"387" "Greenpeace USA"
"388" "Greenpeace"
"389" "T.C. Boyle"
"390" "It's Going Down"
"391" "#GetFree"
"392" "Randee Deason"
"393" "NorCal News Network"
"394" "James Cooper"
"395" "Terrell J. Starr"
"396" "SHARK Online"
"397" "Neural"
"398" "KGB Pet Shop"
"399" "Spike is an immigrant too"
"400" "Eva"
"401" "OMG <U+0389><U+0386>XOR"
"402" "David Rovics"
"403" "Clearly Debunked BS"
"404" "Bekah Wolf"
"405" "Dawn Marie"
"406" "El Hajj"
"407" "Meg Elison"
"408" "Chastity Vicencio"
"409" "COMMON"
"410" "Menino'sOtherCancer"
"411" "Dr Nazreen Kadir"
"412" "Andrew Crocker"
"413" "David Zisser"
"414" "Sydney Fang"
"415" "freddie"
"416" "krok"
"417" "Emily Eaglin"
"418" "patrisse cullors"
"419" "Elizabeth Desnoyers-Colas"
"420" "#Asians4BlackLives"
"421" "AlCo DA's Office"
"422" "Nancy O'Malley"
"423" "EastBayHousingOrgs"
"424" "David Rosenthal"
"425" "Sof"
"426" "Katrina Cameron"
"427" "FeministaLove"
"428" "Jack Aponte"
"429" "Misanthropic"
"430" "Media Alliance"
"431" "CMI_Sao Paulo"
"432" "<U+0130>stanbul Indymedia"
"433" "Curtis Mayfield"
"434" "Sam Richards"
"435" "Rebelutionary_Z"
"436" "Mike Isaacson"
"437" "Jesse Benn"
"438" "Rachel Swan"
"439" "Pissed Off Voters SF"
"440" "Libby Schaaf"
"441" "BYP100"
"442" "The Minister of Info"
"443" "Malaika H. Kambon"
"444" "Bel Trew"
"445" "Chevy Chase"
"446" "Plaza 16 Coalition"
"447" "Noothgrush"
"448" "Street Eaters-NIRex"
"449" "924 Gilman St. // Alternative Music Foundation"
"450" "a watson"
"451" "Shelby Grad"
"452" "MuckRock"
"453" "<U+2648><U+FE0F><U+2600><U+FE0F>I'll Be 39 on 4/6<ed><U+00A0><U+00BC><ed><U+00BC><U+0099><U+264C><U+FE0F>"
"454" "KANG"
"455" "Hannah Allam"
"456" "Paul Shapiro"
"457" "Breanna Champion"
"458" "Keeley Smith"
"459" "Maisha Z. Johnson"
"460" "Shaun King"
"461" "Save Knowland Park"
"462" "Jayne Miller"
"463" "Ratter Baltimore"
"464" "Pepper"
"465" "Kale Williams"
"466" "Carrie Wells"
"467" "Credible Threat"
"468" "Vine Creators"
"469" "Kate Drabinski"
"470" "Baltimore BLOC"
"471" "Baynard Woods"
"472" "<ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BE> Ashley <ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BE>"
"473" "Yasha Levine"
"474" "Abolition"
"475" "scott crow"
"476" "S O L E"
"477" "<ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>evolution Streams"
"478" "Justice for Amilcar"
"479" "Lover of the People"
"480" "anjali taneja"
"481" "Stephen King"
"482" "Karen Dawn"
"483" "Bhavik Lathia"
"484" "Mike Blasky"
"485" "Oakland Post"
"486" "Sin Barras"
"487" "Anti Police-Terror"
"488" "Alexandra Nagy"
"489" "Mari Kush Matsuo"
"490" "Eyes on Oakland"
"491" "Afrika Town"
"492" "Cynthia Fong"
"493" "Jeff Adachi"
"494" "alex t tom"
"495" "Chiaki"
"496" "Oakland Firefighters"
"497" "Restore the Delta"
"498" "Steven Tavares"
"499" "East Oakland BHC"
"500" "Ari Melber"
"501" "Bree Got Dem Wraps"
"502" "Elizabeth Matthews"
"503" "Activestills"
"504" "CIR"
"505" "Reveal"
"506" "Asian Art Museum"
"507" "OEA"
"508" "Truthout"
"509" "Georgia Atkins"
"510" "Blocked by AIPAC"
"511" "Mollie Costello"
"512" "Oakland Tenant"
"513" "Sophie in 't Veld"
"514" "Jeff Wozniak"
"515" "Dan Bacher"
"516" "Long Haul Infoshop"
"517" "LaCrise"
"518" "walter riley"
"519" "Democracy Now!"
"520" "Alyssa Figueroa"
"521" "Jennifer Rose"
"522" "shnz"
"523" "Matt Pearce <ed><U+00A0><U+00BE><ed><U+00B6><U+0085>"
"524" "B.<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>"
"525" "Mister Schusterbauer"
"526" "Nicolas Medina Mora"
"527" "navina khanna"
"528" "Sandra"
"529" "Bear"
"530" "angry <ed><U+00A0><U+00BE><ed><U+00B6><U+0084>"
"531" "Bay Solidarity"
"532" "#blackatcal"
"533" "sloth moth"
"534" "malt left"
"535" "dream hampton"
"536" "Santa Cruz Indymedia"
"537" "QTPOC Liberation"
"538" "Robbie Clark"
"539" "Community Alliance"
"540" "Kenneth Epstein"
"541" "TDL"
"542" "Joe Fitz Rodriguez"
"543" "Abby Normal"
"544" "Andreana Clay"
"545" "#BlackLoveConvergence"
"546" "Fire Catcher"
"547" "Silicon Shutdown"
"548" "smoketinged #FreeTheBlackPride4"
"549" "HipHopForChange"
"550" "Left on Main St."
"551" "Gene - Our Oakland"
"552" "mewienne"
"553" "#ProtectTPS"
"554" "Sosanista"
"555" "Senaida"
"556" "Riot Girl"
"557" "zellie"
"558" "KevChoice"
"559" "Sarah O'Neal"
"560" "iyana the grandpa"
"561" "karissa"
"562" "ashley yates"
"563" "Saa'un P. Bell"
"564" "Cat"
"565" "EP Matthews"
"566" "Michael Siegel"
"567" "Dorkalotamus"
"568" "George Kelly <ed><U+00A0><U+00BD><ed><U+00B3><U+00B0>"
"569" "GSH"
"570" "Shazzarazza"
"571" "#bartfriday"
"572" "FRONTLINE"
"573" "Ava DuVernay"
"574" "Russell Bates"
"575" "Peter Fimrite"
"576" "antievictionmap"
"577" "Susie Cagle"
"578" "Electronic Intifada"
"579" "Bassem Masri"
"580" "#OccupyLA"
"581" "David Graeber"
"582" "Anticapitalist<U+24B6>"
"583" "brenboo1"
"584" "Chicago Rising"
"585" "Karim Walker"
"586" "CausaJusta"
"587" "Aberrant Black Girl"
"588" "Ergoat"
"589" "emani."
"590" "<ed><U+00A0><U+00BC><ed><U+00BF><U+0084><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D>¡ð<U+FE0F><ed><U+00A0><U+00BD><ed><U+00B0><U+00A3>"
"591" "ColorOfChange.org"
"592" "Colorlines.com"
"593" "Shadi Rahimi"
"594" "E Dawson-Bey"
"595" "yt passing, radical latinx."
"596" "Terri Kay"
"597" "Vanessa Raditz"
"598" "Jasiri X"
"599" "Marina Kukso"
"600" "David Harris-Gershon"
"601" "TURHA AK"
"602" "Winston Smith"
"603" "Adam H. Johnson"
"604" "Sam Tyler"
"605" "PMbeers"
"606" "Nun Ya"
"607" "The Clam Barrier"
"608" "Cathryn Hrudicka"
"609" "Erin Allday"
"610" "Cindy Milstein"
"611" "<ed><U+00A0><U+00BE><ed><U+00B4><U+00A1> A"
"612" "AntiRepBayArea"
"613" "Outside Advocator"
"614" "West Coast Labor"
"615" "radatx70"
"616" "Saheli Datta"
"617" "Eric Rasmussen"
"618" "James Queally"
"619" "Vivian Ho"
"620" "Dylonious Phunk"
"621" "Graph Massara"
"622" "Marcus"
"623" "Karen Mahtin"
"624" "SmoC1"
"625" "Sam Levens"
"626" "Keith Rose"
"627" "Adrienne Shih<ed><U+00A0><U+00BD><ed><U+00B1><U+00A9><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><ed><U+00A0><U+00BD><ed><U+00B2><U+00BB>"
"628" "The People's Library"
"629" "Robert Gammon"
"630" "John Sifton"
"631" "b"
"632" "Cyrus Farivar"
"633" "SPJ-NorCal Chapter"
"634" "Anon Black Power"
"635" "KenWayne"
"636" "Revolt Now!"
"637" "Evan Sernoffsky"
"638" "~"
"639" "Jayron"
"640" "Chloee Weiner"
"641" "Theresa Summa Lurie"
"642" "Sophie Ho"
"643" "Brotha B"
"644" "Connie Schultz"
"645" "Daniel Jose Older"
"646" "Jasmyne Cannick"
"647" "favianna rodriguez"
"648" "alishia thomas"
"649" "Natasha Lycia Bannan"
"650" "St. Louis County PD"
"651" "Tacoma Seattle"
"652" "gully savant"
"653" "Eyes for the People"
"654" "A. Szeto"
"655" "Kayla Reed"
"656" "Jimi Devine"
"657" "BlackOUT Collective"
"658" "Julia Carrie Wong"
"659" "Alicia Garza"
"660" "Frank Waln"
"661" "Scamron Giles <ed><U+00A0><U+00BC><ed><U+00B7><U+00AD><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>"
"662" "#Prisonculture"
"663" "Melski"
"664" "Alexa O'Brien"
"665" "Saladin Ahmed"
"666" "Andrea Garcia-Vargas"
"667" "ccchicky"
"668" "Blue Dream Wave"
"669" "Liza Sabater <ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BD><ed><U+00B1><U+00B8><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>"
"670" "System.out.println(\"Gregg\");"
"671" "Sudo Room"
"672" "Sakura Saunders"
"673" "Ian Alan Paul"
"674" "cayden"
"675" "Sing n Play"
"676" "Race Traitor"
"677" "Ben Kesling"
"678" "KT Caustic"
"679" "Nancy Mancias"
"680" "Alex Wroblewski"
"681" "CIW"
"682" "wakeup oakland"
"683" "Ethan Buckner"
"684" "Tim Shorrock"
"685" "Anonymous"
"686" "Kumars Salehi"
"687" "Agency"
"688" "Thomas Peele"
"689" "Matt O'Brien"
"690" "Christopher Soghoian"
"691" "mike watt"
"692" "DEATHR"
"693" "Radley Balko"
"694" "David Menschel"
"695" "BlockTheBoatForGaza"
"696" "Peter Singer"
"697" "Hilina"
"698" "Nick Ban Nazis Mamatas <ed><U+00A0><U+00BE><ed><U+00B4><U+00BC><U+200D>¡ñ<U+FE0F><ed><U+00A0><U+00BC><ed><U+00BF><U+00B4>"
"699" "Sick of You Yeah You"
"700" "BellaVOX Killmonger <ed><U+00A0><U+00BD><ed><U+00B9><U+0085><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D>¡ð<U+FE0F><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>"
"701" "KilledByCops"
"702" "David Zlutnick"
"703" "Sarah"
"704" "Joshua Shepherd"
"705" "EFF Live Tweets"
"706" "Hubris"
"707" "emily loftis"
"708" "Stop Zim Action Comm"
"709" "DB"
"710" "Vanessa Carlisle"
"711" "Miss Park"
"712" "april glaser"
"713" "Neuro_Seance"
"714" "Bob Egelko"
"715" "Goodman Kelevra"
"716" "Shawn Carrie"
"717" "donut farm"
"718" "Jamila Hanan"
"719" "CounterPunch"
"720" "Chris McGreal"
"721" "Rory Carroll"
"722" "Rev Rell"
"723" "deray"
"724" "Jacqueline Lee"
"725" "Johnetta Elzie"
"726" "Raven"
"727" "Domain Awareness"
"728" "Jon Swaine"
"729" "Chris Hayes"
"730" "Antonio French"
"731" "There is no freedom without economic freedom"
"732" "Archibald Tuttle"
"733" "Derek Gannon"
"734" "Alex Kerfoot¡ÛGDC"
"735" "Erich <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> Friesen"
"736" "PapaJ"
"737" "cryptographer"
"738" "Erwin Wolfe"
"739" "Guerrilla Prophet"
"740" "the cruzible"
"741" "Sara Stovall"
"742" "Rae Hodge"
"743" "Maggie  Kaigler"
"744" "April Bassett"
"745" "LT Wynn"
"746" "Ryan J. Reilly"
"747" "Wesley"
"748" "Tor Ekeland"
"749" "BlackJuLiaN2outNow!"
"750" "Charlotte Silver"
"751" "david marshall"
"752" "Media Matters"
"753" "Elizabeth Joh"
"754" "Chuck D"
"755" "Copwatch"
"756" "Anonymous Palestine"
"757" "Ma'an News Agency"
"758" "IMEMC News"
"759" "Kill Radio"
"760" "Scott Morris"
"761" "Metro Bloomin"
"762" "GODKING"
"763" "rock paper scissors"
"764" "Jabari Shaw"
"765" "The Holdout"
"766" "rabble"
"767" "Trevor Timm"
"768" "Betulapendula"
"769" "dragosr"
"770" "Micah Lee"
"771" "Change the Name Now"
"772" "FansForANewTradition"
"773" "Ta-Nehisi Coates"
"774" "Matt Cagle"
"775" "Bike East Bay"
"776" "Arun Gupta"
"777" "E40 The Counselor"
"778" "Epcot Centre"
"779" "Earth First! Journal"
"780" "Vince"
"781" "The Center for Public Integrity"
"782" "Uncle Bobby"
"783" "FireWorks"
"784" "Effie Rawlings"
"785" "tree"
"786" "The Sparrow Project"
"787" "<ed><U+00A0><U+00BE><ed><U+00B4><U+009C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B0><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+0085>   <ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+008C>   <ed><U+00A0><U+00BC><ed><U+00BF><U+00B4><U+24B6> <ed><U+00A0><U+00BD><ed><U+00B4><U+0081>"
"788" "John Upton"
"789" "Matt Taibbi"
"790" "Photojournalism Hub"
"791" "David Sirota"
"792" "SCIMC newswire"
"793" "Defend The Bay Area"
"794" "RasCeylon"
"795" "Stop The Wars"
"796" "The OnionIRC Network"
"797" "Vanessa T"
"798" "Nick Rahaim"
"799" "LibrarianShipwreck"
"800" "OLAASM"
"801" "NWS Sacramento"
"802" "Sam Stoker"
"803" "joshua daniels"
"804" "Public Intelligence"
"805" "Slingshot <U+2691>"
"806" "Willy Shakes"
"807" "Will Kane"
"808" "RedwoodWitch<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>Oakland<U+27A1><U+FE0F>Chico"
"809" "PROPAGANDHI"
"810" "EastBay Drupal Group"
"811" "OK Council"
"812" "San Leandro Talk"
"813" "Parker Higgins"
"814" "worth "
"815" "Strike Debt Bay Area"
"816" "CPJ"
"817" "Katie Nelson"
"818" "jeremy scahill"
"819" "The Intercept"
"820" "Thandisizwe"
"821" "Political Fail Blog"
"822" "The Red Son"
"823" "OscarGrantCoverage"
"824" "Vlad T"
"825" "<U+0625><U+0646><U+062A><U+0641><U+0627><U+0636><U+0629> <U+0627><U+0644><U+0628><U+0627><U+064A> <U+0622><U+0631><U+064A><U+0627>"
"826" "WikiLeaks"
"827" "Brooke Anderson"
"828" "Matthew Artz"
"829" "Lakeith Stanfield"
"830" "Short Term 12"
"831" "Block Report Radio"
"832" "Sassmaster Deane"
"833" "Jane Hamsher"
"834" "John Cusack"
"835" "kate \"not attending RSA\" conger"
"836" "Global Revolution TV"
"837" "f<U+0336>o<U+0336>r<U+0336> <U+0336>o<U+0336>f<U+0336>f<U+0336>i<U+0336>c<U+0336>i<U+0336>a<U+0336>l<U+0336> <U+0336>u<U+0336>s<U+0336>e<U+0336> <U+0336>o<U+0336>n<U+0336>l<U+0336>y<U+0336>"
"838" "David Greene"
"839" "NLG SF"
"840" "ACLU of Northern CA"
"841" "Pink Edge"
"842" "Carwil Bjork-James"
"843" "m4rg1n4L"
"844" "David Colburn"
"845" "Bobby Seale"
"846" "Courtney Harrop"
"847" "Oakland Privacy"
"848" "Demian Bulwa"
"849" "Henry K. Lee"
"850" "Ray Jax"
"851" "Justice 4 Tristan"
"852" "M. Mayhem"
"853" "Steve Rhodes"
"854" "Liam O'Donoghue"
"855" "Indymedia"
"856" "Glenn Greenwald"
"857" "Daniel Ellsberg"
"858" "Ella Baker Center"
"859" "Alex Darocy"
"860" "Justice4AlanBlueford"
"861" "JP Massar"
"862" "Occupy the Farm"
"863" "Squaw Alpine"
"864" "Burton Snowboards"
"865" "Lib Tech"
"866" "The Specter of Scott"
"867" "WeCopwatch"
"868" "anne weills"
"869" "Linda Lye"
"870" "George Ciccariello-Maher"
"871" "Romenesko"
"872" "CAL FIRE NEWS"
"873" "SF Bay View"
"874" "Patton Oswalt"
"875" "OOSomebody"
"876" "n.o.m.b.y."
"877" "AntiDisplacementCoup"
"878" "Will Potter"
"879" "Darwin BondGraham"
"880" "Trash Night Heron"
"881" "Shane Bauer"
"882" "Rachel Lederman"
"883" "EFF"
"884" "Dan Siegel"
